input,start_time,end_time,species_name,confidence
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:18:00.00","00:18:03.00","Muscicapa striata_Spotted Flycatcher",0.212615
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:18:00.00","00:18:03.00","Ficedula albicollis_Collared Flycatcher",0.165374
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:18:03.00","00:18:06.00","Muscicapa dauurica_Asian Brown Flycatcher",0.385327
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:18:04.00","00:18:07.00","Phylloscopus coronatus_Eastern Crowned Warbler",0.585654
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:18:04.00","00:18:07.00","Muscicapa dauurica_Asian Brown Flycatcher",0.505731
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:18:04.00","00:18:07.00","Larvivora akahige_Japanese Robin",0.229711
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:18:09.00","00:18:12.00","Turdus philomelos_Song Thrush",0.147226
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:18:13.00","00:18:16.00","Regulus ignicapilla_Common Firecrest",0.154826
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:18:16.00","00:18:19.00","Myadestes occidentalis_Brown-backed Solitaire",0.460991
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:18:16.00","00:18:19.00","Dactylortyx thoracicus_Singing Quail",0.167985
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250424_052500.WAV","00:18:23.00","00:18:26.00","Turdus serranus_Glossy-black Thrush",0.168420
