input,start_time,end_time,species_name,confidence
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:01.00","00:02:04.00","Scolopax rusticola_Eurasian Woodcock",0.486320
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:01.00","00:02:04.00","Turdus philomelos_Song Thrush",0.196970
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:02.00","00:02:05.00","Scolopax rusticola_Eurasian Woodcock",0.533168
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:02.00","00:02:05.00","Tetrastes bonasia_Hazel Grouse",0.178509
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:02.00","00:02:05.00","Turdus philomelos_Song Thrush",0.141004
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:03.00","00:02:06.00","Tetrastes bonasia_Hazel Grouse",0.187887
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:03.00","00:02:06.00","Turdus philomelos_Song Thrush",0.176357
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:03.00","00:02:06.00","Scolopax rusticola_Eurasian Woodcock",0.139720
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:04.00","00:02:07.00","Scolopax rusticola_Eurasian Woodcock",0.368578
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:04.00","00:02:07.00","Turdus philomelos_Song Thrush",0.217032
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:04.00","00:02:07.00","Tetrastes bonasia_Hazel Grouse",0.133295
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:05.00","00:02:08.00","Scolopax rusticola_Eurasian Woodcock",0.244615
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:05.00","00:02:08.00","Turdus philomelos_Song Thrush",0.184002
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:05.00","00:02:08.00","Turdus viscivorus_Mistle Thrush",0.112746
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:06.00","00:02:09.00","Turdus philomelos_Song Thrush",0.488449
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:06.00","00:02:09.00","Scolopax rusticola_Eurasian Woodcock",0.349573
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:07.00","00:02:10.00","Erithacus rubecula_European Robin",0.328336
"D:\Samsung SSD 850 EVO extern\wmv\2453AC0263FBD00C_20250409_055500.WAV","00:02:07.00","00:02:10.00","Scolopax rusticola_Eurasian Woodcock",0.168371
